%time;field.orientation.x;field.orientation.y;field.orientation.z;field.orientation.w;field.angular_velocity.x;field.angular_velocity.y;field.angular_velocity.z;field.linear_acceleration.x;field.linear_acceleration.y;field.linear_acceleration.z
1441927311621290000;-0.004508792;-0.0026548367;0.6098564886;0.7924945968;-0.0718964939;-0.0023622988;0.0224040589;0.2398749594;0.278570902;8.8292166829
1441927311641280000;-0.0050979377;-0.0027333844;0.6098078541;0.7925281829;-0.0860139107;0.0025565303;-0.0688524716;0.3234787457;0.3263148576;8.6375370622
1441927311661310000;-0.0057690417;-0.002205173;0.6099626341;0.7924061082;0.0018625895;0.1080128445;0.0724261134;0.2548331179;0.2310482021;8.6640178084
1441927311681290000;-0.0062819327;-0.001653764;0.6100548981;0.7923325209;-0.0228624888;0.1235529386;0.0541688127;0.3640987977;0.2916041479;8.8283340693
1441927311701380000;-0.0066234506;-0.0007375267;0.6099749322;0.7923926855;0.0348839063;0.0801780093;-0.0323170247;0.3717844293;0.3069825664;8.8533527494
1441927311721400000;-0.0067411267;-0.0003989301;0.6100103205;0.7923646931;0.0411664281;0.1352400379;0.0171263311;0.3633081108;0.1749010533;8.8195844531
1441927311741390000;-0.0073117982;0.0017238277;0.6105305498;0.7919570782;0.0340991622;0.0237397153;0.0731098384;0.2668662313;0.2120872505;8.8471318126
1441927311761320000;-0.0069352538;0.0026185818;0.610777366;0.7917676771;0.0774148466;0.0511607847;0.0037485659;0.28036048;0.2443738211;8.8087950707
1441927311781470000;-0.0068675565;0.002758601;0.6108391333;0.7917201399;0.0522360485;0.0156229288;0.0312824844;0.176191058;0.2351410966;8.7632730007
1441927311801320000;-0.0067220666;0.0031673945;0.6110312128;0.7915716255;0.055611497;0.0050368573;0.0509414817;0.1082702205;0.27276568;8.6481786609
1441927311821310000;-0.0066821863;0.0032410346;0.611265726;0.7913905839;0.0239464369;0.0078503778;0.1172713906;0.2475593131;0.2745359819;8.6356550098
1441927311841400000;-0.0072514129;0.0019148717;0.6118701291;0.7909226861;-0.0929380629;-0.0760547369;0.0004039183;0.2291840933;0.3039652295;8.8244151712
1441927311861300000;-0.0077391529;0.0009205023;0.6117815549;0.790988361;-0.1025515917;-0.0347988974;-0.0474294797;0.2747391846;0.1790442191;8.8780180335
1441927311881300000;-0.0084508614;0.0004123898;0.6119547472;0.7908475202;-0.1456621606;-0.0254458424;0.0071180688;0.2574131273;0.2547402784;8.8001710415
1441927311901150000;-0.0098318896;-0.0003708792;0.6120726007;0.7907403669;-0.1415728269;0.0347302003;-0.0097974835;0.2316003468;0.2053134572;8.8536407232
1441927311921330000;-0.011120429;-0.0008130509;0.6118386153;0.7909040295;-0.13505861;0.0473081103;-0.0395093926;0.2865355995;0.1330312464;8.9677408814
1441927311941460000;-0.0129009661;-0.0010217764;0.6118822067;0.7908430225;-0.1724019289;0.0630514993;0.0379758488;0.2621263083;0.1210671784;9.0657793403
1441927311961300000;-0.0145893004;-0.001639246;0.6121930853;0.7905720028;-0.1807350598;0.0796393767;0.0638548127;0.2398887776;0.1769836798;9.0243432283
1441927311981380000;-0.0163927212;-0.0021737208;0.6121384243;0.7905777022;-0.2082856941;0.0654299934;-0.0454952757;0.1901073921;0.2439850308;8.9702520371
1441927312001200000;-0.0184266249;-0.0030114154;0.6122197345;0.7904671957;-0.2356647709;0.0262438877;0.0313937442;0.5152247377;0.2238383409;9.0590414524
1441927312021320000;-0.0203317905;-0.0042577293;0.6122958008;0.7903558328;-0.341957438;0.0292872525;0.0189797955;0.3162395686;0.2422896065;9.0159037828
1441927312041350000;-0.0239314472;-0.0067420085;0.6126951437;0.7899281562;-0.4143680551;-0.0008059717;-0.0040835739;0.3174679846;0.1793014716;9.206784904
1441927312081400000;-0.0280003598;-0.0102980385;0.6129410473;0.7895651985;-0.4757180317;-0.0630575413;0.0117249494;0.4072883449;0.319838731;9.3359052658
1441927312101120000;-0.032723122;-0.0152180443;0.613331641;0.7890005745;-0.4279457491;-0.0762054885;0.0342946653;0.2921730496;0.3892102078;9.3838199139
1441927312121410000;-0.0338951499;-0.0165271456;0.6134897689;0.7888017975;-0.4134478331;-0.0849039301;0.0562201583;0.3009712577;0.3033440121;9.3894765854
1441927312141250000;-0.0357063805;-0.019787466;0.6138371516;0.7883764722;-0.1644405421;-0.0927773994;0.0319338146;0.3094520301;0.4510114178;9.2740825892
1441927312181290000;-0.0355274058;-0.0213932841;0.6136009778;0.7885264554;-0.0172135944;-0.1413249032;0.0106479307;0.2846645176;0.3154560007;9.1466456771
1441927312201270000;-0.0325236563;-0.0217081519;0.6141241711;0.7882401096;0.2144005283;-0.1273770632;0.0365753631;0.2732795645;0.2247726496;8.9678255796
1441927312241360000;-0.0273172782;-0.0204316314;0.6146553773;0.7880577909;0.2601406026;-0.1500234531;-0.0146443846;0.3235634804;0.1643633559;8.6800625682
1441927312261200000;-0.023738585;-0.0199859266;0.6144567671;0.7883399798;0.2425002398;-0.1536433381;-0.0424803361;0.3526902422;0.1452822478;8.6173263192
1441927312281480000;-0.0214293132;-0.0197976946;0.6146359165;0.7882712261;0.1629834101;-0.1540150322;0.0594513216;0.3352144845;0.1521616036;8.6516103983
1441927312301170000;-0.0194198561;-0.0204720886;0.6147675703;0.7882033984;0.0786286155;-0.2010707913;0.0219252475;0.4433372498;0.0246279709;8.7803610086
1441927312321440000;-0.0181407094;-0.0210901932;0.6147628741;0.7882212424;0.0820416811;-0.1650802999;0.0348121112;0.3653208248;0.124200948;8.7150966644
1441927312341200000;-0.0167235039;-0.0223825067;0.614653184;0.7883024871;-0.0180544802;-0.1590371381;0.0234629588;0.2592434298;0.1678286806;8.7978625774
1441927312361270000;-0.0161129954;-0.0237849263;0.6148117592;0.7881504611;-0.0590209215;-0.1614273085;0.0910675668;0.283520015;0.1736264367;8.8018171072
1441927312381150000;-0.01585707;-0.0249681188;0.614521065;0.7883457408;-0.0835421061;-0.1249849786;-0.0966606211;0.234904471;0.0766850295;8.8995226145
1441927312401440000;-0.0164869203;-0.026069144;0.6147526351;0.7881166023;-0.1960745679;-0.0546228234;0.0028782935;0.216900317;0.121651669;9.0840823293
1441927312421150000;-0.0177000885;-0.0270644217;0.6148061398;0.7880149963;-0.1948904433;-0.016469013;0.04870106;0.317391026;0.2166471351;9.1773724318
1441927312441430000;-0.0188788383;-0.02741392;0.614671839;0.7880803238;-0.0963188793;0.0417071413;0.0024759918;0.3060079165;0.2133350156;9.1486112595
1441927312461470000;-0.0199591383;-0.0273324444;0.6147690594;0.7879806939;-0.0783613257;0.0609706342;0.0171221678;0.2152547259;0.1330253961;9.0414341569
1441927312481260000;-0.0199428303;-0.026618182;0.614708949;0.78805245;0.0349818232;-0.0023204614;-0.0675257763;0.3210942358;0.1582173515;8.9528649569
1441927312501650000;-0.0200400517;-0.0258982834;0.6147513749;0.7880408761;0.0221652566;0.0373088684;-0.017648036;0.1205634888;0.1074146774;8.8552616715
1441927312521540000;-0.0209367217;-0.0246936997;0.6147690665;0.7880424289;-0.0007081833;0.0854982728;0.0190531926;0.1850845333;0.0435205365;8.8570251465
1441927312541710000;-0.0223866361;-0.0233622693;0.6146859618;0.7881079947;-0.1116753984;0.1562282688;-0.0631446683;0.1952743474;0.111531521;8.9343341589
1441927312561490000;-0.0232047321;-0.0227682583;0.6146240775;0.7881499795;-0.0968728667;0.1951611037;-0.0059683921;0.3179501437;0.1035158677;8.9036371946
1441927312581300000;-0.0254969517;-0.0208230996;0.6143805727;0.7883227866;-0.0645399109;0.1466035381;-0.0079036727;0.1582417205;0.2809045017;8.8796892166
1441927312601330000;-0.0267986364;-0.0191655958;0.6138837371;0.7887086093;-0.0084955842;0.1997913255;-0.0830598159;0.2228281323;0.2482989803;8.8459997773
1441927312621540000;-0.027357465;-0.0178359922;0.6137871027;0.7887958158;0.0145657777;0.1185983855;0.0383621028;0.2942569721;0.1928831019;8.7654745698
1441927312641620000;-0.0273107223;-0.0167133258;0.6133235579;0.78918249;0.0620698415;0.0437980099;-0.0834522993;0.1284407318;0.2308577225;8.6526921988
1441927312661520000;-0.0267299779;-0.015112741;0.6131321242;0.7893833743;0.1253153853;0.0800373112;-0.0505192583;0.1196883684;0.1081423244;8.6262797952
1441927312681320000;-0.0260490444;-0.0128141581;0.6128908946;0.7896340899;0.1456608623;0.160572284;-0.0330004397;0.2654343572;0.1262030017;8.5986746073
1441927312701370000;-0.0260515035;-0.012352449;0.6126599061;0.7898205971;0.0980217045;0.1375889626;-0.1127313501;0.1973417137;0.0620359509;8.5472557902
1441927312721320000;-0.0259494979;-0.0099134495;0.6122543244;0.7901727591;0.1394156664;0.2092488929;-0.0327925093;0.3132236555;0.1389907049;8.5864915013
1441927312741430000;-0.0268557391;-0.005127619;0.6113995315;0.7908495999;0.0459024523;0.279083168;-0.0320236692;0.3671255901;0.1461683845;8.6157386661
1441927312761240000;-0.0277176929;-0.002689041;0.6106692437;0.791395965;0.05658162;0.233103792;-0.1506170384;0.4205787338;0.1815051947;8.6771693945
1441927312781310000;-0.0288038662;-0.0007715492;0.6100672714;0.7918255277;0.0260405034;0.1950473035;-0.083360312;0.2876838077;0.1730794944;8.661414361
1441927312801290000;-0.0299923895;0.0006302001;0.6093552819;0.7923296031;-0.0252875195;0.197209474;-0.0096027253;0.2666508898;0.0248548922;8.5561350822
1441927312821150000;-0.0305517576;0.0017313014;0.6090173159;0.792566402;0.0403239953;0.1086947053;-0.0559531764;0.113582979;0.1682315812;8.5031414628
1441927312841230000;-0.0307625824;0.0030226089;0.6080673735;0.7932834277;0.0626262632;0.0884622379;-0.1443027334;0.2661397982;0.0445948619;8.5192732573
1441927312861060000;-0.0305717043;0.0045512191;0.6071746705;0.7939669872;0.1267060464;0.1334794637;-0.0740033955;0.2955485649;-0.0281508319;8.561034143
1441927312881330000;-0.0296144998;0.0060198861;0.6064398517;0.7945548746;0.2097257984;0.0697592655;-0.0976995868;0.3559532769;0.1454237431;8.5439852715
1441927312901130000;-0.0282116673;0.0077823437;0.6060162295;0.7949137479;0.2150336782;0.0493329491;-0.0712497535;0.3789627478;-0.0095088669;8.5930634975
1441927312921270000;-0.0265883546;0.0091684116;0.6053112393;0.7954918625;0.2736593741;0.0205177148;-0.1653760939;0.3201891698;0.0036933743;8.4549855709
1441927312941460000;-0.0249164741;0.0106627335;0.6046290942;0.796045937;0.3202606648;0.0347891643;-0.119685055;0.2237179928;-0.0890167223;8.3727120757
1441927312961160000;-0.0225897532;0.0130782384;0.6037673933;0.7967330779;0.3121727112;0.0741144493;-0.1158351311;0.2897026367;-0.0894525439;8.2383877397
1441927312981460000;-0.0198428318;0.0161755944;0.6027627019;0.7975097099;0.3639510206;0.0872053174;-0.1214510221;0.2539259709;-0.0080495851;8.1358228922
1441927313001410000;-0.0169926026;0.0190535714;0.6019893427;0.7980958865;0.4051849431;0.0653560449;-0.1041126535;0.2317512885;-0.0168028531;8.0941706538
1441927313021080000;-0.0136222285;0.0226845737;0.6010590692;0.7987664491;0.3991964926;0.1078006239;-0.1029891657;0.3084573738;-0.1801142458;8.146911931
1441927313041450000;-0.0126093707;0.0241866793;0.6006663445;0.7990343865;0.351693622;0.1501234381;-0.1296665078;0.2599765439;-0.1365654614;8.1626342535
1441927313061090000;-0.0096882356;0.0277790176;0.5997374155;0.7996558614;0.2894349749;0.0353215261;-0.034258723;0.4124069639;-0.1095186153;8.2793799162
1441927313081420000;-0.0080381505;0.0288574487;0.5993081713;0.7999577187;0.2536072194;-0.0336751266;-0.0424033124;0.3473081827;-0.1819192484;8.4011642456
1441927313101390000;-0.0059483108;0.0289990204;0.5989239122;0.8002585969;0.2628781491;-0.1675159771;0.0083042683;0.3271892205;-0.0736671541;8.3846352458
1441927313121210000;-0.001714613;0.0277606819;0.5982706594;0.8008112279;0.2470517652;-0.276980852;0.0176453583;0.2629217595;-0.1859720573;8.3259510756
1441927313141170000;0.0006675616;0.026502503;0.5978829782;0.8011448783;0.1764840222;-0.3152347139;-0.0722751621;0.2044225927;-0.1065383613;8.3379577756
1441927313161290000;0.0040644835;0.0245329498;0.5972210412;0.801691114;0.1311308636;-0.2676383831;-0.0800569687;0.2253458045;-0.1336404985;8.2471560478
1441927313181150000;0.0057837755;0.0231269833;0.5965115365;0.8022503832;0.0761592244;-0.1729209624;-0.093704013;0.3012921434;-0.0441404397;8.2808343887
1441927313201230000;0.0067352878;0.0217447993;0.5960897969;0.8025950122;0.0259869114;-0.1806415995;-0.0098290742;0.2621946875;-0.1041966204;8.3307993174
1441927313221100000;0.0073340558;0.0204385143;0.5956929083;0.8029186993;0.0078075612;-0.1536392102;-0.0390049067;0.2183297817;-0.0753651568;8.2981209993
1441927313241420000;0.0076236563;0.0196894188;0.5954263776;0.8031323898;0.0199379468;-0.0831396858;-0.0760961907;0.2389099475;-0.1413892247;8.3695589662
1441927313261400000;0.0078043637;0.0194157413;0.5948305696;0.8035786921;0.0504877124;-0.0306967284;-0.1059249679;0.2218252618;-0.1227562686;8.4998732805
1441927313281320000;0.0075210218;0.0192191741;0.5945213526;0.8038149158;-0.0133503058;0.0177349404;-0.0774985281;0.2824490756;-0.1238639988;8.4755199194
1441927313301300000;0.0074879761;0.0200949703;0.5940894439;0.804113086;0.0906165022;0.0291074142;-0.0505692509;0.2230959356;0.0086046897;8.4945028305
1441927313321120000;0.0077342443;0.0211480024;0.593797329;0.8042994936;0.0967250863;0.061924874;-0.0502658336;0.3655559354;-0.1884363916;8.5615131259
1441927313341140000;0.0078554329;0.0223620863;0.5932951656;0.8046359896;0.204855759;0.1231123353;0.0640651899;0.3318896055;-0.2089312021;8.5090142608
1441927313361410000;0.0081344564;0.022986611;0.5931471509;0.8047247379;0.0912181519;0.0621844864;-0.0331184781;0.4152852789;-0.2127344798;8.5687206507
1441927313381130000;0.0081072832;0.0242569294;0.593124964;0.8047040763;0.0957520837;0.0765069833;-0.055350528;0.3365307383;-0.2183076032;8.5218533397
1441927313401270000;0.0080375533;0.0250900236;0.5929692297;0.8047939992;0.0908342322;0.0805223311;-0.0469901913;0.2134700216;-0.0976026373;8.4349599958
1441927313421130000;0.0077047467;0.026013188;0.5928806864;0.8048331769;0.0805370867;0.1266601236;0.0589442391;0.2094318524;-0.1301259065;8.5753475547
1441927313441230000;0.0067466034;0.0269635445;0.5931305145;0.8046263999;0.037395367;0.1388071507;0.0374455135;0.2535208799;-0.1652816195;8.634255445
1441927313461140000;0.005860667;0.0283633462;0.5932209261;0.8045185554;0.0569489614;0.1836454121;0.0127274548;0.3300689228;-0.2403920565;8.681285727
1441927313481210000;0.0046703973;0.0296711259;0.5924020734;0.805082353;0.0047591115;0.186100547;-0.1480432763;0.356316676;-0.1480384806;8.7272260308
1441927313501510000;0.0042144904;0.0304758814;0.5927925764;0.804767308;0.093464728;0.1130926661;0.1012030584;0.3610441864;-0.2174465839;8.7922427058
1441927313521180000;0.0037175336;0.0312360533;0.5934020582;0.8042912944;0.0945793524;0.0746450425;0.1162172282;0.3020221177;-0.2180271134;8.8176206231
1441927313541150000;0.003597876;0.031435055;0.5932327394;0.8044089815;0.041140404;0.0066504443;0.0163187015;0.3410983443;-0.299985911;8.6896159411
1441927313561260000;0.0036330189;0.0311239097;0.5935408162;0.8041936352;-0.0025936981;-0.0383981387;-0.0107375835;0.2695457976;-0.1450862737;8.6080469012
1441927313581020000;0.0038190579;0.0309463686;0.5935332183;0.8042052324;0.0578750882;-0.0260071972;-0.0077640934;0.2178329099;-0.0111226592;8.5989964604
1441927313601460000;0.0040991925;0.0308045766;0.5934883196;0.8042424318;0.0642176351;-0.0173342845;0.0176106124;0.2347637881;-0.1860101167;8.5806157827
1441927313621280000;0.004474795;0.0305922852;0.5934458766;0.8042798517;0.0258443907;-0.0561640821;-0.1031477403;0.2931792606;-0.1367471883;8.6353436709
1441927313641180000;0.0049893249;0.0302409029;0.5939557919;0.803913622;0.0657510333;-0.0608350793;-0.0163416858;0.3103480421;-0.0986124625;8.6645733118
1441927313661140000;0.0056218966;0.0296972697;0.5939046442;0.8039674994;0.1013041004;-0.0905690813;-0.040863506;0.2342476219;-0.1594924245;8.6668671727
1441927313681180000;0.0059594227;0.0292110659;0.5942946728;0.8036946191;-0.0161753423;-0.0400601094;0.0609880821;0.2391956396;-0.2007620789;8.7046571732
1441927313701120000;0.0061434611;0.0287981142;0.5947523311;0.8033695234;0.0558397715;-0.0188005336;0.1820123951;0.1884927049;-0.2052511383;8.6737434983
1441927313721270000;0.0065041009;0.0280154256;0.5948729913;0.803305021;0.0401628366;-0.0931092293;-0.0480268891;0.1835238047;-0.1031635761;8.7960587978
1441927313741140000;0.0066799043;0.0270801034;0.5951820906;0.8031066715;-0.0468209349;-0.121426055;-0.0332575887;0.2901375912;-0.1180778613;8.8050788641
1441927313761150000;0.0067788268;0.0263427507;0.5953217775;0.8030268291;-0.0086166316;-0.1152774486;-0.0361856386;0.10414728;-0.1855233394;8.8679529667
1441927313781100000;0.0072067682;0.0246251567;0.5962791447;0.8023670268;-0.0290193114;-0.1337374158;-0.0309582945;0.0476830149;-0.1226898061;8.8072015762
1441927313801190000;0.0075380766;0.0236049307;0.5964810942;0.8022445318;-0.0063348893;-0.1291063868;-0.0286489136;0.2358130235;-0.056570398;8.7909471154
1441927313821150000;0.0076992698;0.0226353429;0.596792839;0.80203907;-0.0090687199;-0.0496788729;0.1217079173;0.2274815865;-0.1012361262;8.8827313423
1441927313841330000;0.00752757;0.0216280259;0.5972386532;0.8017365872;-0.0260092216;-0.0808352941;0.0600079015;0.2093142789;-0.097498882;8.9255197048
1441927313861170000;0.0073502082;0.021205805;0.5973783673;0.801645417;-0.0611413761;-0.0573285617;-0.028633744;0.0991420453;0.0211108188;8.8753684402
1441927313881380000;0.006740399;0.0201746467;0.5978100857;0.8013555092;-0.0717909079;-0.0436019804;-0.006759107;0.1550470103;-0.0268211637;8.7685768604
1441927313901140000;0.0059478689;0.019374968;0.5981992233;0.8010910826;-0.1017390695;-0.0314795147;-0.0147872268;0.1922628336;-0.0319934856;8.800848043
1441927313921420000;0.0051785848;0.0186897485;0.5985979525;0.8008148143;-0.0399532126;-0.0096981559;0.1071159252;0.2310250744;0.0711291196;8.8808323503
1441927313941410000;0.0045985209;0.0179267869;0.5989901871;0.8005424659;-0.1398789898;-0.0280233142;0.0533545012;0.1453635782;-0.016387994;8.8451656461
1441927313961210000;0.0037065091;0.017227059;0.5995553996;0.800139246;-0.1081102996;0.0103500353;0.1540295797;0.2302293129;0.0025470653;8.8887589335
1441927313981130000;0.0022045971;0.0160523306;0.5998810147;0.7999251407;-0.1058196648;-0.0038720424;-0.0426069194;0.2297200467;0.0471224369;8.8459255934
1441927314001460000;0.0012016852;0.0155781668;0.6002227327;0.7996802785;-0.1482844921;0.0254739367;0.0358820258;0.2070996948;-1.83736678707e-06;8.8569124103
1441927314021260000;6.09515434054e-05;0.0149913933;0.6007760647;0.7992767821;-0.0655315514;0.0082660244;0.0319846872;0.172944963;0.0777666748;8.8322623134
1441927314041240000;-0.000817535;0.0145538073;0.6011364479;0.7990134475;-0.0519466711;-0.0022498798;-0.0033608377;0.1625868477;0.0759577384;8.8610818982
1441927314061050000;-0.0013276807;0.014456655;0.6013701691;0.7988386334;-0.0780915808;0.0121922947;0.020709708;0.1837826818;0.0071642852;8.7758387089
1441927314081210000;-0.0024428825;0.0144860086;0.6019449264;0.7984024633;-0.0354432159;0.0477242084;0.0366346559;0.2231037118;0.0391163943;8.887295115
1441927314101090000;-0.0030058085;0.014774885;0.6022339165;0.7981772846;-0.0090542837;0.0916034114;0.0367565163;0.2165638059;0.1374194711;8.8498988152
1441927314121340000;-0.0038178563;0.0150727308;0.6025792798;0.7979075437;-0.050277435;0.0914520357;0.0430468612;0.2776704542;0.058432476;8.827751112
1441927314141110000;-0.0047914539;0.0151961811;0.6032767164;0.7973727619;-0.0592133973;0.0313222259;0.1377362021;0.2149173569;0.1091550246;8.8772399783
1441927314161420000;-0.00513066;0.0151718093;0.6035915932;0.7971327877;-0.0389407412;0.0230469688;0.0563445112;0.2445737563;0.1014793323;8.9335000277
1441927314181070000;-0.0072916819;0.0154530081;0.6039986712;0.7968021343;-0.1089328834;0.1159946462;0.0732889027;0.1381115047;-0.0040916019;8.8253789783
1441927314201350000;-0.009141757;0.015289358;0.6045177236;0.7963924822;-0.1471668799;0.0637681559;0.066608488;0.1925594233;0.1463529956;8.8982322812
1441927314221150000;-0.0099750871;0.0150737743;0.6049147625;0.7960850514;-0.1588233029;0.050359348;0.0642547612;0.2529565964;0.1586285941;8.8452567697
1441927314241410000;-0.0120897906;0.0144633932;0.6054151971;0.7956865503;-0.1482858736;0.0367243545;0.0129287835;0.1469515234;0.0951925993;8.8820111156
1441927314261210000;-0.0136316984;0.0139352501;0.6058968455;0.7953043431;-0.1868854638;0.0503205907;0.0566530218;0.2258524057;0.14652189;8.788269484
1441927314321340000;-0.0172197238;0.0112446554;0.6070277853;0.7944144426;-0.2038822738;-0.0449702959;0.0414615271;0.3395238705;0.0967321077;8.904290247
1441927314341160000;0;0;0;1;0;0;0;0;0;0
1441927314361420000;-0.0196878175;0.0084848667;0.6081059645;0.793566338;-0.1455561335;-0.0369026323;0.1114645593;0.2255467437;0.1583417337;8.9484565616
1441927314381290000;-0.0207956859;0.0069996652;0.6086192582;0.7931589643;-0.1639238722;-0.0067780846;0.0696968435;0.1877186291;0.1676783778;9.0606145024
1441927314401510000;-0.021717377;0.0061403735;0.608537629;0.7932040125;-0.1655301911;-0.0274114633;-0.0512677065;0.2059053771;0.3071777739;9.0070712209
1441927314421320000;-0.0222003894;0.0055018207;0.6087220467;0.7930538081;-0.0800649914;-0.0182189262;0.0514959394;0.2818776;0.2425936803;9.1230849743
1441927314441170000;-0.0224343206;0.0040140132;0.6091550105;0.7927236354;-0.1076772696;-0.1300504524;0.0080140233;0.2681920867;0.2250849925;9.0278158546
1441927314462080000;-0.0229380303;0.003398368;0.6090606193;0.7927846239;-0.0951604708;0.0259963573;-0.0020299218;0.1836683758;0.2458850086;8.9976375938
1441927314481090000;-0.0235130319;0.0029515486;0.6088414754;0.7929378813;-0.1061229323;-0.0017785886;-0.0114836993;0.3726924524;0.3211065389;8.9672303557
1441927314501290000;-0.0242512387;0.0026355709;0.608920467;0.7928561005;-0.1150676497;0.0162724239;-0.0537494813;0.224113391;0.2485261504;8.8985366106
1441927314541690000;-0.0244174199;0.0025550767;0.6088103736;0.7929358046;-0.0887078729;0.0235955675;-0.0572273408;0.3199855655;0.2351694815;8.8635696888
1441927314601550000;-0.0258372116;0.002873396;0.6087964979;0.792900376;-0.0326005224;0.0114734898;-0.0563083588;0.1687085014;0.2106325042;8.8695003152
1441927314621260000;-0.0245828485;0.0039888546;0.6084450884;0.7932051103;0.1200003067;0.0119587583;-0.0548582843;0.2517543565;0.2294111356;8.8321215391
1441927314641470000;-0.0238059031;0.0050172773;0.6082948207;0.793338211;0.130010247;0.0524222992;0.0235772583;0.2012122024;0.2463269178;8.8238649249
1441927314661310000;-0.0229379772;0.0061556055;0.6078026811;0.7937328635;0.1295969327;0.0786797815;-0.0990592554;0.2908553537;0.2088402063;8.8810309529
1441927314681580000;-0.0223537494;0.0071837314;0.6078713123;0.793688334;0.1030236536;0.0520245602;0.010245577;0.2657405119;0.1424671005;8.8751114249
1441927314701330000;-0.0222942234;0.0083826059;0.6078914648;0.7936628166;0.0859281236;0.129354943;0.0217153925;0.1913215153;0.1320791127;8.8200202107
1441927314721260000;-0.0222920561;0.0093755288;0.6077661696;0.7937477224;0.0552122558;0.0526404661;-0.0878883849;0.2992160153;0.1247248538;8.7751541138
1441927314741450000;-0.0222518905;0.0101072214;0.6078842018;0.7936494784;0.101513816;0.1010147147;0.0166016145;0.1700114481;0.1598027594;8.7731564045
1441927314761150000;-0.0223832701;0.0120183657;0.6078162618;0.7936711788;0.0797414007;0.1399084843;0.0070781708;0.1081773536;0.1587043114;8.8582109213
1441927314781340000;-0.0223321015;0.0129944575;0.6076167595;0.7938099866;0.0741953428;0.1077994254;-0.0098645088;0.2953358885;0.1006218178;8.9129674316
1441927314801490000;-0.0224535853;0.0143291358;0.607633337;0.793770899;0.0608720973;0.1388115616;0.0174888185;0.1020873705;0.2869797722;8.8164073944
1441927314821420000;-0.022592185;0.0158545287;0.6071873719;0.7940791664;0.09255917;0.1348640495;0.0674766909;0.2860997871;0.2701764341;8.809852922
1441927314841130000;-0.0224635578;0.0166093674;0.607367068;0.7939299479;0.0964456374;0.140148585;0.0879813625;0.2317347139;0.234980882;8.7529298902
1441927314861800000;-0.0224025581;0.0171712656;0.6074393035;0.7938644504;0.0678134185;0.1009652798;0.0627268558;0.208306279;0.1983148851;8.7893764019
1441927314881400000;-0.0220758233;0.0189802805;0.6074695812;0.7938092434;0.0731362453;0.050004719;0.0157694225;0.2298552901;0.1387454361;8.693506217
1441927314901380000;-0.0220497041;0.019866088;0.6076712478;0.793633923;-0.000503185;0.0907636668;0.0043462664;0.2116749492;0.1634717248;8.7158338308
1441927314921220000;-0.0224574031;0.0205763202;0.6075748881;0.7936781687;0.0012542898;0.1050320016;-0.0216242604;0.2432127073;0.1700944487;8.6197457671
1441927314941570000;-0.0228379686;0.0211307684;0.6075715336;0.7936553089;0.0056243455;0.0567580294;0.0228717224;0.2749573555;0.2026969947;8.6018347263
1441927314961420000;-0.0232002096;0.0217802892;0.6070601289;0.7940184942;0.0072324698;0.1244002899;-0.1080772431;0.3812557325;0.1621775217;8.6986196518
1441927314981350000;-0.023114708;0.0227107582;0.6073468989;0.793775583;0.0892353868;0.0827688323;0.0935076548;0.1854917418;0.1626707427;8.6804399133
1441927315001140000;-0.0228926742;0.0236608718;0.6072362844;0.7938388902;0.080114185;0.1037771867;-0.0128523071;0.3391177572;0.1048030339;8.7289322615
1441927315021490000;-0.0224688362;0.0248306563;0.6071852635;0.7938542975;0.112170763;0.0684281427;-0.0547829293;0.2963449288;0.120101044;8.7633191466
1441927315041500000;-0.0217680374;0.0259370616;0.6073739417;0.7936940949;0.1509861192;0.025755618;0.025388934;0.2434676416;0.1099671142;8.7978357077
1441927315061170000;-0.0209925673;0.0268600349;0.6071508344;0.793854971;0.1054058928;0.0676365514;0.0471285799;0.1488287386;0.120911226;8.8054988504
1441927315081060000;-0.0202362622;0.0275701282;0.60705133;0.7939263596;0.1455125742;0.0405951759;0.0132793044;0.1482587233;0.0595930741;8.8630614996
1441927315121540000;-0.0182382484;0.0301743034;0.6070647863;0.793869777;0.1781291567;0.0296409577;0.0151345467;0.220443878;0.0603766329;8.9468957782
1441927315141420000;-0.0160412662;0.0300185766;0.6068017813;0.7941241472;0.1704065056;-0.1692122443;-0.0207598503;0.2493527792;0.1184892865;8.9712397933
1441927315161460000;-0.0129850451;0.0291031881;0.6066786947;0.794308098;0.178977773;-0.2826470434;-0.0090334195;0.2086115029;0.0846841082;9.027515614
1441927315181270000;-0.0102628827;0.0273901984;0.6063111707;0.7946893824;0.1285519749;-0.3041741733;-0.0724214445;0.0503445189;0.0289581504;8.8640317321
1441927315201100000;-0.0077660047;0.0256100775;0.6064591275;0.7946641679;0.0431282665;-0.2755353214;0.0178925787;0.1098329935;0.0812319811;8.8148238301
1441927315221400000;-0.0058648973;0.023625638;0.6064838454;0.7947230823;0.0452003348;-0.238001495;0.0297019691;0.1481592759;0.0899846366;8.6884780645
1441927315241150000;-0.0044593871;0.0220509066;0.6063641829;0.7948687622;0.0516928677;-0.2115919586;-0.0386624908;0.0592916927;0.0829683673;8.6779264212
1441927315261460000;-0.0031471118;0.021272018;0.6062412941;0.7949899938;0.0672720603;-0.0930750492;-0.0118837654;0.2261139296;0.0792340619;8.6492838264
1441927315281000000;-0.0027946438;0.0209380292;0.6062906317;0.7949625518;0.0362816456;-0.0140461679;0.0479107046;0.1347639818;0.0907997929;8.6417275786
