0.358607,-0.379996,-92.2586
0.361269,-0.38442,-92.2857
0.364237,-0.389105,-92.2394
0.365883,-0.391805,-92.2793
0.366456,-0.392859,-92.2731
0.368185,-0.395935,-92.2881
0.3693,-0.398004,-92.3069
0.371376,-0.401749,-92.2678
0.372534,-0.404006,-92.3438
0.373404,-0.405671,-92.3077
0.375176,-0.409173,-92.3387
0.376407,-0.411443,-92.3248
0.37726,-0.413022,-92.3427
0.379133,-0.416489,-92.3398
0.38006,-0.418213,-92.3619
0.382017,-0.421555,-92.3559
0.383344,-0.423848,-92.3779
0.384919,-0.426426,-92.3548
0.38624,-0.428574,-92.3486
0.387704,-0.430959,-92.3626
0.38891,-0.432916,-92.3506
0.390395,-0.435269,-92.3565
0.3921,-0.437964,-92.3484
0.392731,-0.438954,-92.3572
0.395246,-0.442694,-92.3613
0.396563,-0.444514,-92.3551
0.398232,-0.446621,-92.32
0.400032,-0.448633,-92.334
0.401812,-0.450705,-92.3191
0.403522,-0.45259,-92.3501
0.405519,-0.454622,-92.3193
0.407459,-0.456463,-92.3113
0.409152,-0.457941,-92.2846
0.411493,-0.459802,-92.3097
0.412929,-0.460895,-92.2768
0.415048,-0.462538,-92.2529
0.417698,-0.464611,-92.2639
0.419676,-0.465983,-92.2422
0.421592,-0.467307,-92.2397
0.424231,-0.469033,-92.2446
0.426072,-0.470282,-92.2621
0.428512,-0.471937,-92.2428
0.430267,-0.473101,-92.2592
0.431717,-0.474088,-92.2698
0.434337,-0.47573,-92.2615
0.435882,-0.476724,-92.2168
0.437925,-0.477889,-92.2441
0.439212,-0.478607,-92.2348
0.441021,-0.479602,-92.2376
0.442709,-0.480438,-92.2436
0.443844,-0.480998,-92.2453
0.445219,-0.481437,-92.2314
0.446022,-0.481673,-92.2824
0.447574,-0.481901,-92.2321
0.448514,-0.48197,-92.1862
0.449649,-0.481994,-92.204
0.450922,-0.481903,-92.2045
0.451399,-0.48185,-92.2097
0.452626,-0.481668,-92.1642
0.453305,-0.481518,-92.214
0.454071,-0.481295,-92.2
0.454859,-0.480997,-92.1701
0.45556,-0.480538,-92.1902
0.456156,-0.480159,-92.185
0.456555,-0.479921,-92.1726
0.457474,-0.479361,-92.1862
0.458043,-0.479045,-92.1972
0.458518,-0.478665,-92.1987
0.458839,-0.478413,-92.208
0.459642,-0.478044,-92.2226
0.460119,-0.477815,-92.232
0.460728,-0.477544,-92.2132
0.461066,-0.477404,-92.1943
0.461698,-0.477287,-92.2199
0.462302,-0.477174,-92.2284
0.462534,-0.477142,-92.2083
0.463346,-0.477168,-92.1922
0.463779,-0.477259,-92.1993
0.464333,-0.477382,-92.2063
0.46462,-0.477459,-92.1973
0.464967,-0.477644,-92.2215
0.465342,-0.477864,-92.1905
0.465525,-0.478044,-92.1686
0.466719,-0.479491,-92.1937
0.466842,-0.479707,-92.1508
0.467148,-0.480515,-92.1226
0.467264,-0.481006,-92.1216
0.467422,-0.481879,-92.112
0.467497,-0.482413,-92.0923
0.467531,-0.482702,-92.0814
0.467603,-0.483733,-92.0889
0.467559,-0.484828,-92.0402
0.467517,-0.485787,-92.0387
0.467421,-0.48655,-91.9821
0.467376,-0.487084,-91.9945
0.465467,-0.496598,-91.9909
0.46535,-0.497243,-91.9919
0.465117,-0.498145,-91.9642
0.464989,-0.498679,-91.9205
0.464675,-0.499619,-91.9493
0.453691,-0.505746,-91.7903
0.452874,-0.506178,-91.7614
0.451836,-0.506702,-91.7953
0.438145,-0.511062,-91.8012
0.457101,-0.497342,-91.6042
0.457813,-0.496967,-91.6283
0.459008,-0.494929,-91.7446
0.46106,-0.491036,-91.7702
0.461055,-0.489483,-91.8341
0.461061,-0.487862,-91.8375
0.460083,-0.486728,-91.8259
0.45938,-0.485978,-91.8161
0.450976,-0.473083,-91.8371
0.447812,-0.46821,-91.8452
0.4457,-0.464653,-92.2346
0.4438,-0.461557,-92.2116
0.441634,-0.457671,-92.2487
0.4408,-0.456158,-92.3073
0.440109,-0.455216,-92.654
0.43913,-0.453964,-92.673
0.438323,-0.452829,-92.6769
0.437806,-0.452023,-92.7151
0.436385,-0.451466,-93.0665
0.4351,-0.450965,-93.1008
0.434097,-0.450586,-93.0768
0.432975,-0.450145,-93.1019
0.430535,-0.450118,-93.2673
0.42566,-0.450062,-93.2883
0.421755,-0.450011,-93.2983
0.42004,-0.449984,-93.2902
0.417525,-0.449785,-93.411
0.415027,-0.449541,-93.3969
0.412756,-0.449294,-93.4068
0.408267,-0.448734,-93.3917
0.406951,-0.448549,-93.4272
0.405159,-0.448302,-93.4183
0.40209,-0.447886,-93.4565
0.399001,-0.447912,-93.3948
0.395374,-0.447979,-93.4201
0.393165,-0.448041,-93.4063
0.39047,-0.448137,-93.3835
0.382844,-0.448167,-93.1903
0.378545,-0.448208,-93.1502
0.375988,-0.448252,-93.1756
0.373988,-0.448307,-93.1436
0.37133,-0.449248,-92.9384
0.363332,-0.452165,-92.9322
0.361588,-0.452868,-92.8837
0.360441,-0.453878,-92.7886
0.359091,-0.455041,-92.7694
0.357628,-0.456715,-92.6727
0.356477,-0.458108,-92.6943
0.355068,-0.459791,-92.3129
0.35384,-0.461268,-92.3431
0.353551,-0.462445,-92.0146
0.353024,-0.464829,-91.9874
0.35172,-0.471676,-91.9529
0.351513,-0.474685,-91.4775
0.351166,-0.478861,-91.4803
0.350874,-0.48191,-91.4682
0.3477,-0.488044,-91.1992
0.346361,-0.49043,-91.1975
0.345487,-0.491856,-91.193
0.343971,-0.493458,-91.0804
0.342463,-0.494999,-91.0763
0.339651,-0.493548,-90.8666
0.338903,-0.493147,-90.8438
0.33818,-0.492752,-90.8448
0.336689,-0.491918,-90.8421
0.335012,-0.489877,-90.5704
0.333797,-0.488356,-90.5886
0.329238,-0.482274,-90.652
0.409048,-0.697062,-92.5379
0.409556,-0.698512,-92.5097
0.411393,-0.704414,-92.5095
0.414165,-0.713852,-92.5093
0.414624,-0.715544,-92.5091
0.414963,-0.716913,-92.515
0.415413,-0.719132,-92.4741
0.415823,-0.721359,-92.4741
0.415931,-0.721993,-92.4901
0.415783,-0.72525,-92.426
0.415758,-0.725934,-92.4007
0.415465,-0.730104,-92.4102
0.415373,-0.731261,-92.399
0.4152,-0.733219,-92.4113
0.41498,-0.735592,-92.3664
0.414782,-0.738235,-92.3178
0.414744,-0.740453,-92.2653
0.414726,-0.74145,-92.2445
0.414698,-0.743245,-92.253
0.41465,-0.744745,-92.1922
0.414318,-0.751913,-92.1641
0.414052,-0.75737,-92.1817
0.413865,-0.760206,-92.1534
0.413764,-0.761584,-92.1012
0.413583,-0.764062,-92.1055
0.413555,-0.764444,-92.102
0.413883,-0.76614,-91.9521
0.414057,-0.766901,-91.9593
0.414381,-0.767784,-91.9451
0.414678,-0.768527,-91.94
0.415207,-0.769096,-91.9242
0.415557,-0.769457,-91.9267
0.418722,-0.771022,-91.9456
0.419798,-0.771343,-91.9853
0.420418,-0.771521,-91.9603
0.421507,-0.771819,-91.9969
0.423015,-0.772113,-92.0161
0.423921,-0.772252,-92.0328
0.424788,-0.772316,-92.1201
0.426173,-0.772414,-92.1655
0.427157,-0.772435,-92.1965
0.427653,-0.772442,-92.2213
0.430292,-0.772356,-92.3078
0.432014,-0.772388,-92.3952
0.43367,-0.772391,-92.4488
0.435435,-0.77229,-92.5494
0.436518,-0.772216,-92.5699
0.439216,-0.771936,-92.6128
0.440191,-0.771819,-92.6353
0.444947,-0.771231,-92.6565
0.447258,-0.770862,-92.6403
0.449437,-0.770412,-92.6517
0.451191,-0.770039,-92.6566
0.457731,-0.768614,-92.6429
0.458225,-0.768502,-92.6627
0.462021,-0.767345,-92.6143
0.463486,-0.766884,-92.6512
0.466162,-0.766059,-92.6364
0.468832,-0.765162,-92.4978
0.472822,-0.763851,-92.455
0.475012,-0.763239,-92.3985
0.476812,-0.762734,-92.349
0.478099,-0.762373,-92.3601
0.481028,-0.761551,-92.2439
0.482217,-0.761221,-92.2114
0.485431,-0.760321,-92.2296
0.488668,-0.759393,-92.1792
0.490292,-0.758938,-92.1627
0.492946,-0.758238,-91.9507
0.499515,-0.756348,-91.8754
0.513582,-0.752535,-91.614
0.517473,-0.751627,-91.5739
0.519123,-0.751172,-91.2912
0.521333,-0.750562,-91.2557
0.52324,-0.750015,-91.1224
0.526295,-0.748934,-90.7777
0.527201,-0.748526,-90.6677
0.528672,-0.747836,-90.6856
0.530892,-0.746416,-90.641
0.531741,-0.745852,-90.6317
0.53255,-0.745289,-90.6476
0.533721,-0.744402,-90.6357
0.534926,-0.7434,-90.6769
0.535331,-0.743049,-90.694
0.537087,-0.741617,-90.7316
0.538023,-0.740873,-90.7637
0.539283,-0.739838,-90.8426
0.539934,-0.739261,-90.8388
0.540958,-0.738303,-90.865
0.541759,-0.737545,-90.8872
0.543913,-0.735144,-90.9159
0.54507,-0.733816,-90.9233
0.54601,-0.732618,-90.9584
0.54658,-0.73197,-91.0071
0.547348,-0.731087,-91.0249
0.551956,-0.725617,-91.0356
0.55552,-0.717913,-91.1658
0.557559,-0.713058,-91.1667
0.558481,-0.710466,-91.1675
0.558912,-0.708932,-91.1893
0.55848,-0.706143,-91.3332
0.557799,-0.702942,-91.3724
0.55508,-0.69603,-91.4952
0.55466,-0.694693,-91.6727
0.554335,-0.693297,-91.7484
0.553814,-0.690919,-91.7656
0.553584,-0.689375,-91.8501
0.55344,-0.688439,-91.8461
0.553388,-0.688094,-91.836
0.552947,-0.684768,-91.851
0.553021,-0.683601,-91.9495
0.55324,-0.682322,-92.0095
0.553339,-0.681829,-92.0173
0.553574,-0.680887,-92.023
0.554628,-0.676338,-92.0298
0.554785,-0.675616,-92.0458
0.555233,-0.673644,-92.0403
0.555345,-0.673183,-92.0293
